Sport	Service	Type	Style	y	R2	RMSE	MAE	ModelType	Date	Params
nba	fanduel	FIFTY_FIFTY	classic	top	.5	21.7	4.07	tpot	20210912	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	FIFTY_FIFTY	classic	top	.391	24.1	4.3	tpot	20210912	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	FIFTY_FIFTY	classic	top	0	31	4.64	tpot-pca	20210912	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	last	.04	41.2	6.02	tpot	20210912	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	last	-.01	42.52	6.3	tpot	20210912	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	last	-.08	43.8	6.37	tpot-pca	20210912	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	top	.731	12.9	3.06	tpot	20210912	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	top	.598	15.8	3.52	tpot	20210912	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nba	fanduel	GPP	classic	top	.755	12.3	2.9	tpot-pca	20210912	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'

nhl	draftkings	FIFTY_FIFTY	classic	last	-.3	16.8	3.7	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	FIFTY_FIFTY	classic	last	-.03	14.5	3.3	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	FIFTY_FIFTY	classic	last	-.9	19.9	3.76	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	FIFTY_FIFTY	classic	top	.351	15.9	3.55	tpot	202109??	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	FIFTY_FIFTY	classic	top	.354	15.9	3.51	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	FIFTY_FIFTY	classic	top	.209	17.6	3.7	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	last	.04	21.3	4.33	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	last	-.06	22.62	4.25	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	last	.131	20.4	4.02	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	top	.376	20	3.8	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	top	.367	20.23	3.9	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	draftkings	GPP	classic	top	.451	18.8	3.6	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	last	-.1	22	4.14	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	last	-.1	21	4.1	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	last	.15	18.9	3.77	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	top	.07	25.3	4.4	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	top	.2	23.5	4.22	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	FIFTY_FIFTY	classic	top	.1	24.9	4.4	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	last	-.03	56.5	6.87	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	last	.05	53.9	6.73	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	last	-.02	56.2	6.8	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	top	.53	21.4	4.1	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	top	.55	20.9	4.02	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	fanduel	GPP	classic	top	.44	23.5	4.2	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	last	-/6	16.6	3.4	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	last	-.8	17.4	3.66	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	last	-.7	17	3.6	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	top	0	19.8	4.1	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	top	-.2	22	4.1	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	FIFTY_FIFTY	classic	top	-.1	21.4	4.1	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	last	.486	8.2	2.59	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	last	.503	8.06	2.6	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	last	.486	8.2	2.67	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	top	.366	14.1	3.52	tpot	20210914	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	top	.241	15.45	3.64	tpot	20210914	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
nhl	yahoo	GPP	classic	top	.456	13.09	3.37	tpot-pca	20210914	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'

lol	draftkings	FIFTY_FIFTY	classic	last	.712	115.3	9.16	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	FIFTY_FIFTY	classic	last	.483	154.6	10.32	tpot	20210910	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	FIFTY_FIFTY	classic	last	.596	136.6	9.84	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	FIFTY_FIFTY	classic	top	.948	53.9	6.14	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	FIFTY_FIFTY	classic	top	.904	73.53	7.24	tpot	20210910	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	FIFTY_FIFTY	classic	top	.945	55.4	6.49	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	last	.898	80.32	7.21	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	last	.804	111.33	8.69	tpot	20210910	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	last	.791	115	8.53	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	top	.993	19.58	3.14	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	top	.993	20.299	3.15	tpot	20210910	'{"generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	draftkings	GPP	classic	top	.992	21.32	3.61	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	fanduel	FIFTY_FIFTY	classic	last	-.09	84.1	8.33	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	fanduel	FIFTY_FIFTY	classic	last	.33	65.4	6.85	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	fanduel	FIFTY_FIFTY	classic	top	.524	47.6	6.123	tpot	20210910	'{"model_cols": "best-possible-score", "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
lol	fanduel	FIFTY_FIFTY	classic	top	.666	39.91	6.01	tpot-pca	20210910	'{"n_components": 5, "generations": 100, "early_stop": 10, "population_size": 100, "n_jobs": 3}'
