Result for 2018-06-01:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	0.0	0.56741	0.0	344	0.1341288915	0.727013904	0.3275915344	0.43259	961	1098	0 days 00:00:44.910797000	1
1	99.15333430882974	0.54438	99.15333430882974	963	0.4814770749	0.71444583	0.3898627277	0.45562	639	250	0 days 00:04:13.757870000	3
2	96.97545071683723	0.7895	96.97545071683723	593	0.4814598434	0.82279281	0.466355527	0.2105	341	601	0 days 00:02:18.374717000	2
3	94.56539062377958	0.71505	94.56539062377958	921	0.4273581812	0.4959758628	0.4434948505	0.28495	555	1131	0 days 00:47:28.823441000	2
4	85.87311072097194	0.66399	85.87311072097194	569	0.2610416811	0.2839880658	0.5560168306	0.33601	376	1527	0 days 00:03:52.579416000	2
5	96.55430910551155	0.56416	96.55430910551155	216	0.4718782198	0.7173478873	0.3259786188	0.43584	669	1263	0 days 00:02:38.937248000	3
6	87.94567957521203	0.36848	87.94567957521203	795	0.335609397	0.1	0.361800103	0.63152	340	1780	0 days 00:10:07.836537000	3
7	0.0	0.7418	0.0	814	0.4864367696	0.76623594	0.1146918961	0.2582	496	114	0 days 00:02:29.793503000	3
8	98.76910425853437	0.37703	98.76910425853437	415	0.2682902531	0.6795718055	0.025753896	0.62297	1409	1522	0 days 00:04:59.327314000	3
9	98.59579536876048	0.53618	98.59579536876048	180	0.4180930845	0.7809522009	0.2939684878	0.46382	1794	1187	0 days 00:25:45.138451000	2
10	0.0	0.55647	0.0	1000	0.4545487626	0.7138270245	0.4375041124	0.44353	710	100	0 days 00:02:52.193832000	3
11	99.23871558317691	0.75722	99.23871558317691	465	0.3893747585	0.5426634205	0.1856221408	0.24278	1252	1221	0 days 00:09:47.272220000	3
12	96.78379810143136	0.35603	96.78379810143136	411	0.4827278278	0.2198058537	0.2866816242	0.64397	470	344	0 days 00:01:18.417520000	3
13	98.60712087066733	0.69243	98.60712087066733	476	0.4787363675	0.7260357208	0.7329788302	0.30757	1834	369	0 days 00:04:41.196723000	3
14	99.26757259840288	0.44466	99.26757259840288	519	0.477688297	0.6945604833	0.3722341346	0.55534	1968	1706	0 days 02:42:58.494205000	3
15	98.45372025909917	0.32682	98.45372025909917	385	0.2618375209	0.6513046715	0.5100780373	0.67318	814	1269	0 days 00:11:35.562684000	3
16	99.46845731909818	0.32726	99.46845731909818	688	0.2744748874	0.6392608836	0.1784947906	0.67274	1256	1483	0 days 01:26:44.678215000	3
17	97.13576344040817	0.63273	97.13576344040817	452	0.2839092724	0.6784818922	0.1843039282	0.36727	1306	1319	0 days 00:03:07.616948000	3
18	99.46845731909818	0.5	99.46845731909818	492	0.2731571838	0.5204333376	0.2290526052	0.5	1250	584	0 days 00:29:04.441823000	3
19	97.8944703111214	0.56271	97.8944703111214	241	0.269444683	0.5766526668	0.2178793401	0.43729	766	1390	0 days 00:05:05.733516000	3
20	98.6877337841855	0.68875	98.6877337841855	930	0.2468897673	0.2445125728	0.4813760785	0.31125	895	1362	0 days 00:03:52.396348000	3
21	99.46845731909818	0.23423	99.46845731909818	841	0.2857759262	0.5639752708	0.0483205353	0.76577	1286	534	0 days 00:09:45.253055000	3
22	95.66085319299725	0.38987	95.66085319299725	504	0.2538938812	0.9	0.6713968033	0.61013	520	1813	0 days 01:58:48.194463000	3
23	0.0	0.63353	0.0	886	0.269257809	0.6545692633	0.1446893954	0.36647	364	1767	0 days 00:02:49.933974000	2
24	91.18699442432687	0.68059	91.18699442432687	1000	0.2756505057	0.2158694724	0.4592347791	0.31941	100	1662	0 days 00:05:20.628858000	3
25	96.860475887532	0.44922	96.860475887532	590	0.3825403758	0.2543134172	0.0537480655	0.55078	1222	1403	0 days 00:05:02.846410000	3
26	96.74253088697452	0.71162	96.74253088697452	671	0.4108805235	0.1164687051	0.6622606413	0.28838	993	530	0 days 00:03:49.167393000	2
27	99.46845731909818	0.47124	99.46845731909818	645	0.5	0.3551119906	0.2608802724	0.52876	1911	555	0 days 00:34:56.032316000	2
28	96.87691811558044	0.66667	96.87691811558044	314	0.1887477548	0.5018886289	0.4533736167	0.33333	1572	2000	0 days 00:01:52.494491000	1
29	99.10265173062794	0.22781	99.10265173062794	841	0.4383434387	0.5639767557	0.0483231142	0.77219	1286	534	0 days 00:08:09.876076000	2
30	75.64799022086358	0.89132	75.64799022086358	463	0.3510472859	0.7524289557	0.4647913734	0.10868	100	1160	0 days 00:01:59.238497000	2
31	99.46845731909818	0.30978	99.46845731909818	588	0.3777793579	0.5861590797	0.1843198017	0.69022	1389	1325	0 days 00:48:13.674954000	2
32	0.0	0.63861	0.0	478	0.4813442294	0.42442317	0.208584606	0.36139	529	890	0 days 00:03:26.810983000	3
33	98.55997044936922	0.2515	98.55997044936922	520	0.4999061424	0.7380078697	0.2573129636	0.7485	293	1246	0 days 00:38:14.776287000	2
