Result for 2018-06-01:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
6	111.04071360430324	0.58406	111.04071360430324	275	0.3309979035	0.9	0.4454460923	0.41594	1451	834	0 days 00:10:22.487107000	1
7	111.34386377023084	0.20874	111.34386377023084	636	0.1152260748	0.9	0.6129010651	0.79126	1898	1871	0 days 03:22:51.221542000	2
8	111.34386377023084	0.5	111.34386377023084	619	0.1	0.9	0.5777192821	0.5	1883	470	0 days 00:16:06.164781000	1
9	111.34386377023084	0.1162	111.34386377023084	492	0.3445300975	0.7223837561	0.6528051044	0.8838	1521	2000	0 days 00:15:26.160152000	1
10	111.34386377023084	0.5	111.34386377023084	640	0.3580990923	0.9	0.3598682045	0.5	846	100	0 days 00:07:54.530723000	2
11	111.34386377023084	0.53822	111.34386377023084	597	0.3701454472	0.7559062345	0.6561492758	0.46178	1366	100	0 days 00:16:59.338961000	2
12	108.54784136073354	0.5	108.54784136073354	102	0.1	0.6902728897	0.6779060623	0.5	1764	2000	0 days 00:01:47.642363000	2
13	111.34386377023084	0.5	111.34386377023084	642	0.3691192101	0.9	0.3700439905	0.5	842	100	0 days 00:08:30.700587000	2
14	111.34386377023084	0.42553	111.34386377023084	757	0.3091017454	0.8999261377	0.374225731	0.57447	780	338	0 days 00:20:38.004658000	3
15	111.34386377023084	0.27119	111.34386377023084	637	0.2930559747	0.7398507619	0.6405624191	0.72881	1555	1354	0 days 02:19:34.528344000	2
16	111.34386377023084	0.11249	111.34386377023084	511	0.1053461949	0.9	0.6427903952	0.88751	1706	2000	0 days 00:33:49.037513000	1
17	106.94248873375903	0.5	106.94248873375903	1000	0.5	0.100012837	0.588879535	0.5	100	100	0 days 00:02:17.202937000	3
18	110.34593632730606	0.23385	110.34593632730606	449	0.5	0.9	0.2984207741	0.76615	805	2000	0 days 00:36:43.088883000	1
19	110.11812207834583	0.50234	110.11812207834583	948	0.1056235257	0.9	0.3658312441	0.49766	817	100	0 days 00:08:57.147495000	3
20	111.34386377023084	0.56571	111.34386377023084	327	0.5	0.9	0.4127362381	0.43429	1023	857	0 days 00:54:59.597639000	3
21	111.34386377023084	0.48223	111.34386377023084	693	0.3375316808	0.9	0.3751398589	0.51777	839	100	0 days 00:13:44.776880000	3
22	111.34386377023084	0.59865	111.34386377023084	328	0.4969991932	0.9	0.4266846338	0.40135	1081	610	0 days 00:21:19.474191000	3
23	111.34386377023084	0.42648	111.34386377023084	596	0.1048886308	0.9	0.6054709838	0.57352	1810	897	0 days 00:21:10.665370000	1
24	111.34386377023084	0.3418	111.34386377023084	558	0.34133644	0.7712988826	0.6560667752	0.6582	1606	1133	0 days 01:00:55.284441000	2
25	111.34386377023084	0.27011	111.34386377023084	538	0.1697813452	0.8566762718	0.6458917249	0.72989	1500	1537	0 days 00:58:01.853668000	1
26	111.34386377023084	0.48647	111.34386377023084	696	0.3549853821	0.8983026248	0.3864609095	0.51353	878	229	0 days 00:11:09.506992000	2
27	111.34386377023084	0.46027	111.34386377023084	618	0.1376537963	0.8618271639	0.5832561786	0.53973	1578	181	0 days 00:34:26.415935000	3
28	111.34386377023084	0.64987	111.34386377023084	339	0.5	0.9	0.4241477214	0.35013	976	128	0 days 00:04:05.225238000	3
29	103.51113859336117	0.53476	103.51113859336117	731	0.3226331888	0.7536992235	0.652623467	0.46524	100	2000	0 days 00:34:35.177391000	1
30	111.34386377023084	0.3978	111.34386377023084	638	0.4416763959	0.8996741614	0.4739074713	0.6022	858	413	0 days 00:16:19.849585000	2
31	111.34386377023084	0.1209	111.34386377023084	591	0.1607305315	0.9	0.676138917	0.8791	1571	1696	0 days 00:46:03.437451000	1
32	111.34386377023084	0.33691	111.34386377023084	601	0.1805487593	0.8928909756	0.6384685803	0.66309	1554	955	0 days 01:19:36.330541000	2
33	110.11812207834583	0.40676	110.11812207834583	636	0.4999973301	0.9	0.4678802798	0.59324	889	402	0 days 00:09:18.488081000	1
34	111.34386377023084	0.42087	111.34386377023084	611	0.4219419761	0.9	0.448304851	0.57913	875	431	0 days 00:17:52.764881000	2


Result for 2018-08-05:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	102.8837157097797	0.55028	102.8837157097797	389	0.4665125459	0.2942327812	0.5444312342	0.44972	1223	481	0 days 00:09:23.491554000	2
1	103.50179582339042	0.46774	103.50179582339042	625	0.3726117569	0.7783201823	0.5924644672	0.53226	995	474	0 days 00:17:57.436734000	3
2	102.55681085585569	0.43998	102.55681085585569	764	0.219120885	0.5271773259	0.5477643801	0.56002	502	1644	0 days 00:40:20.141720000	1
3	103.50179582339042	0.43813	103.50179582339042	605	0.3567904166	0.8524464603	0.1596881654	0.56187	1299	1947	0 days 00:40:28.213465000	2
4	103.50179582339042	0.35032	103.50179582339042	504	0.1201425823	0.5483993418	0.5644071342	0.64968	1580	939	0 days 00:09:36.754540000	2
5	103.50179582339042	0.45917	103.50179582339042	610	0.3668629961	0.7985905437	0.50860504	0.54083	1104	727	0 days 00:29:47.547559000	3
6	103.50179582339042	0.40973	103.50179582339042	626	0.3138198089	0.9	0.1475243126	0.59027	1344	2000	0 days 00:24:30.703566000	2
7	103.50179582339042	0.32384	103.50179582339042	522	0.1	0.5953955406	0.5423893463	0.67616	1611	1050	0 days 00:14:33.500928000	2
8	103.50179582339042	0.48331	103.50179582339042	767	0.3145799073	0.7887465452	0.75	0.51669	259	100	0 days 00:03:18.204260000	3
9	103.50179582339042	0.35652	103.50179582339042	494	0.1	0.5652105805	0.5827236545	0.64348	1582	956	0 days 00:19:20.491458000	2
10	103.50179582339042	0.16847	103.50179582339042	711	0.1545523992	0.6389089709	0.6340346889	0.83153	986	319	0 days 00:09:02.923585000	2
11	0.0	0.17127	0.0	1000	0.5	0.5990297657	0.5193334658	0.82873	100	100	0 days 00:00:55.589657000	2
12	101.17132334625704	0.4952	101.17132334625704	75	0.4155728328	0.6537395188	0.3895278203	0.5048	2000	1562	0 days 00:14:42.066635000	1
13	0.0	0.1	0.0	50	0.1	0.1	0.0	0.9	2000	100	0 days 00:01:30.406593000	3
14	103.50179582339042	0.46136	103.50179582339042	614	0.3685322831	0.8000983464	0.5180462554	0.53864	1090	708	0 days 00:54:11.327313000	3
15	103.50179582339042	0.197	103.50179582339042	705	0.157815543	0.6749695763	0.5830607597	0.803	1052	515	0 days 00:15:01.044744000	2
16	103.50179582339042	0.14516	103.50179582339042	801	0.1224637128	0.8507948111	0.5075379282	0.85484	1020	880	0 days 00:18:01.980164000	2
17	102.46203686417326	0.13601	102.46203686417326	586	0.147346291	0.3716053274	0.699006069	0.86399	1004	100	0 days 00:06:34.600046000	2
18	103.50179582339042	0.22613	103.50179582339042	908	0.1904259348	0.7655435951	0.4826957372	0.77387	980	481	0 days 00:14:58.367304000	2
19	103.50179582339042	0.18426	103.50179582339042	726	0.1532698348	0.7627586743	0.6212656501	0.81574	993	441	0 days 00:15:04.874646000	2
20	103.50179582339042	0.24322	103.50179582339042	920	0.1525648746	0.7363654895	0.5146625596	0.75678	1007	761	0 days 00:18:21.547491000	2
21	103.50179582339042	0.1521	103.50179582339042	696	0.2685648722	0.6841222214	0.5729222931	0.8479	951	100	0 days 00:06:52.042744000	2
22	103.50179582339042	0.24035	103.50179582339042	901	0.2042862522	0.9	0.5119225814	0.75965	973	565	0 days 00:15:44.031468000	2
23	103.50179582339042	0.15005	103.50179582339042	628	0.1640074225	0.8590562845	0.6982587255	0.84995	1012	496	0 days 00:13:26.935275000	2
24	103.50179582339042	0.14201	103.50179582339042	312	0.132542912	0.7517450106	0.6333530201	0.85799	1072	949	0 days 00:05:03.125876000	2
25	103.50179582339042	0.13876	103.50179582339042	1000	0.3765767737	0.7965105811	0.1787729376	0.86124	1305	1005	0 days 00:09:48.225765000	2
26	103.50179582339042	0.46379	103.50179582339042	616	0.3769589144	0.7490897532	0.6434833707	0.53621	957	327	0 days 00:27:29.160244000	3
27	103.50179582339042	0.28564	103.50179582339042	390	0.1179326553	0.4471919492	0.6032401027	0.71436	1089	1712	0 days 00:16:23.400126000	2
28	103.50179582339042	0.15127	103.50179582339042	854	0.1199955508	0.769904031	0.1487612283	0.84873	974	803	0 days 00:05:31.534269000	2
29	103.50179582339042	0.45819	103.50179582339042	623	0.3640930318	0.8051941705	0.5051564503	0.54181	1094	754	0 days 00:49:42.345804000	3
30	103.50179582339042	0.25086	103.50179582339042	421	0.1827528414	0.5193506621	0.7241767104	0.74914	1097	1956	0 days 00:15:31.009061000	2
31	103.50179582339042	0.19544	103.50179582339042	58	0.1	0.7127307656	0.6608250894	0.80456	968	100	0 days 00:02:07.346797000	2
32	103.50179582339042	0.13182	103.50179582339042	290	0.1441589142	0.8769061567	0.0	0.86818	1301	1660	0 days 00:11:36.689056000	2
33	103.50179582339042	0.15826	103.50179582339042	1000	0.2028143221	0.71227661	0.4393334212	0.84174	974	475	0 days 00:14:23.318518000	2
34	96.20971572446743	0.48262	96.20971572446743	50	0.1	0.479991935	0.0747325329	0.51738	1099	1962	0 days 00:03:25.531255000	2


