Result for 2018-11-15:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	124.4624284880934	0.81549	124.4624284880934	567	0.2964528802	0.1676450871	0.3746721168	0.18451	487	442	0 days 00:13:27.231214000	2
1	112.70330657769935	0.6695	112.70330657769935	692	0.3246391895	0.1358756883	0.4869706254	0.3305	266	1879	0 days 00:41:45.003293000	3
2	131.71125236891544	0.46083	131.71125236891544	672	0.3857099158	0.5231710187	0.1552581922	0.53917	1251	1004	0 days 00:07:45.028617000	1
3	131.6312151761191	0.53918	131.6312151761191	791	0.4767862909	0.4816043563	0.2965101622	0.46082	1291	1477	0 days 00:02:32.855037000	1
4	131.6312151761191	0.32483	131.6312151761191	303	0.1462127313	0.2620140823	0.6330140825	0.67517	1463	1616	0 days 00:02:51.787767000	1
5	123.90123995849208	0.9	123.90123995849208	1000	0.1	0.9	0.75	0.1	100	100	0 days 00:00:28.713286000	1
6	131.71125236891544	0.40427	131.71125236891544	469	0.2182052157	0.5148978485	0.0	0.59573	1218	430	0 days 00:03:45.520643000	1
7	131.6312151761191	0.38147	131.6312151761191	89	0.1	0.5378094155	0.0	0.61853	1235	100	0 days 00:00:36.953510000	1
8	131.71125236891544	0.45533	131.71125236891544	1000	0.4929496537	0.5057343712	0.0312070122	0.54467	1195	1151	0 days 00:29:43.830970000	1
9	131.6312151761191	0.37813	131.6312151761191	926	0.3691122548	0.4135109184	0.0	0.62187	1229	950	0 days 00:28:22.984826000	1
10	128.62724406851748	0.88624	128.62724406851748	242	0.5	0.9	0.75	0.11376	1164	1197	0 days 00:01:44.493149000	1
11	131.6312151761191	0.72953	131.6312151761191	488	0.3163948999	0.7157168448	0.4122939448	0.27047	1272	823	0 days 00:02:18.864810000	1
12	120.74992313074861	0.35634	120.74992313074861	50	0.4310640944	0.3464039544	0.0	0.64366	1325	985	0 days 00:04:34.308187000	1
13	131.22817234555455	0.34569	131.22817234555455	329	0.1236019154	0.2974788779	0.60921779	0.65431	1447	1493	0 days 00:04:57.195547000	1
14	131.71125236891544	0.49364	131.71125236891544	486	0.2153709694	0.593496247	0.343147339	0.50636	1243	1889	0 days 00:09:13.323404000	1
15	131.6312151761191	0.61783	131.6312151761191	841	0.464731869	0.5223426847	0.3549276822	0.38217	1287	1569	0 days 00:03:54.823140000	1
16	131.6312151761191	0.80123	131.6312151761191	521	0.3050426896	0.7921477928	0.75	0.19877	1305	2000	0 days 00:02:00.825227000	1
17	129.71244610796145	0.85427	129.71244610796145	529	0.5	0.8264571399	0.672844182	0.14573	1122	2000	0 days 00:02:23.306178000	1
18	131.58533441774793	0.41284	131.58533441774793	715	0.3837758967	0.4847028932	0.1797029654	0.58716	1278	1256	0 days 00:06:33.070999000	1
19	131.6312151761191	0.50044	131.6312151761191	923	0.4696451697	0.4336115316	0.081281843	0.49956	1279	933	0 days 00:19:57.174346000	1
20	131.6312151761191	0.46971	131.6312151761191	482	0.2381842988	0.6010042379	0.2316655843	0.53029	1301	1431	0 days 00:14:40.733495000	1
21	131.6312151761191	0.70978	131.6312151761191	420	0.2170096736	0.5489717295	0.5084020284	0.29022	1091	1204	0 days 00:01:56.894295000	1
22	131.6312151761191	0.35882	131.6312151761191	725	0.3562630534	0.5070198089	0.0	0.64118	1345	698	0 days 00:10:50.243635000	1
23	131.6312151761191	0.4562	131.6312151761191	654	0.3827137018	0.5381229874	0.0637871755	0.5438	1268	643	0 days 00:09:53.500041000	1
24	125.85283285386791	0.23263	125.85283285386791	50	0.1150110781	0.7161996773	0.0	0.76737	1806	2000	0 days 00:12:29.189472000	1
25	131.6312151761191	0.4828	131.6312151761191	680	0.3704764665	0.5648076507	0.1998321844	0.5172	1212	1020	0 days 00:23:53.803670000	1
26	131.6312151761191	0.41551	131.6312151761191	121	0.1	0.5103429203	0.0430714435	0.58449	1149	100	0 days 00:01:22.058227000	1
27	130.57714036600268	0.42507	130.57714036600268	331	0.2065048653	0.3131187598	0.7261332417	0.57493	1441	1780	0 days 00:02:23.195277000	1
28	131.03101947568155	0.26682	131.03101947568155	254	0.119481999	0.1607267623	0.1369775342	0.73318	1455	386	0 days 00:06:13.173862000	1
29	126.74096974108832	0.41318	126.74096974108832	175	0.1	0.547138215	0.6209468645	0.58682	1155	1553	0 days 00:28:44.960091000	1
30	131.18362592857414	0.33299	131.18362592857414	305	0.1148274809	0.2288736182	0.5436668559	0.66701	1432	1603	0 days 00:04:13.519594000	1
31	131.6312151761191	0.33291	131.6312151761191	367	0.1492186877	0.2549755792	0.5278807918	0.66709	1599	1530	0 days 00:03:09.575075000	1
32	131.6312151761191	0.42494	131.6312151761191	147	0.1228748856	0.4558138211	0.028646371	0.57506	1156	100	0 days 00:01:20.843193000	1
33	131.6312151761191	0.55965	131.6312151761191	739	0.3997559519	0.5257350662	0.2248456329	0.44035	1095	860	0 days 00:02:10.185824000	1
34	131.58533441774793	0.51465	131.58533441774793	543	0.2342626387	0.5775805187	0.2846348931	0.48535	1303	1827	0 days 00:08:36.571652000	1


Result for 2018-11-27:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	119.83982276022279	0.59586	119.83982276022279	501	0.3071839379	0.2277820298	0.4989932807	0.40414	762	1863	0 days 01:37:33.742943000	2
1	131.13877285210285	0.51515	131.13877285210285	825	0.1750678913	0.3679004513	0.215423837	0.48485	1320	1348	0 days 00:57:47.510887000	1
2	122.54285338112435	0.56769	122.54285338112435	212	0.2154839848	0.5710387163	0.6120500941	0.43231	1067	1697	0 days 01:03:55.062049000	2
3	131.13877285210285	0.33051	131.13877285210285	739	0.3528350786	0.3694460344	0.014735989	0.66949	866	241	0 days 00:04:44.731399000	1
4	131.13877285210285	0.4339	131.13877285210285	825	0.3693064386	0.6012747932	0.4183510662	0.5661	1005	704	0 days 00:46:15.619360000	2
5	130.2651567893766	0.5	130.2651567893766	1000	0.1	0.1	0.0	0.5	2000	2000	0 days 00:01:56.689198000	1
6	130.5987637468528	0.51195	130.5987637468528	849	0.1783726428	0.3638587891	0.2090120504	0.48805	1326	1324	0 days 00:43:40.586250000	1
7	131.13877285210285	0.46878	131.13877285210285	865	0.189482302	0.399049596	0.1517220122	0.53122	1321	1092	0 days 00:23:42.625410000	1
8	130.59876374685282	0.46266	130.59876374685282	867	0.1956323617	0.4071123231	0.153518742	0.53734	1313	1056	0 days 00:26:36.379922000	1
9	130.21280303765815	0.31979	130.21280303765815	777	0.3842546589	0.5037104781	0.1316791635	0.68021	887	164	0 days 00:04:13.287426000	1
10	104.22199166073469	0.80939	104.22199166073469	50	0.5	0.1	0.0	0.19061	100	1441	0 days 00:01:45.263641000	3
11	130.59876374685282	0.41614	130.59876374685282	774	0.2128328954	0.696091664	0.3898565742	0.58386	1357	704	0 days 00:21:11.940757000	2
12	131.13877285210285	0.4762	131.13877285210285	746	0.4194635898	0.7287523156	0.4790840684	0.5238	1440	338	0 days 00:28:07.655267000	2
13	130.5987637468528	0.79555	130.5987637468528	727	0.3368707177	0.9	0.75	0.20445	2000	1076	0 days 00:16:22.338142000	3
14	130.59876374685282	0.49874	130.59876374685282	930	0.5	0.9	0.5164141387	0.50126	252	100	0 days 00:04:43.514678000	3
15	126.01905716138367	0.1	126.01905716138367	837	0.5	0.1	0.75	0.9	100	100	0 days 00:04:13.910750000	3
16	131.13877285210285	0.48898	131.13877285210285	753	0.3107786874	0.7568161602	0.3531386504	0.51102	1371	652	0 days 00:44:53.093868000	2
17	131.13877285210285	0.58689	131.13877285210285	1000	0.3198809853	0.9	0.0986964958	0.41311	1158	694	0 days 00:21:27.338893000	3
18	131.13877285210285	0.48899	131.13877285210285	751	0.3172651071	0.7614045524	0.3494625878	0.51101	1382	624	0 days 00:38:29.485508000	2
19	131.13877285210285	0.48631	131.13877285210285	748	0.2906422791	0.7454496125	0.3350862039	0.51369	1372	676	0 days 00:41:33.432692000	2
20	131.13877285210285	0.52387	131.13877285210285	797	0.1988451149	0.7482919417	0.4454850254	0.47613	1321	1161	0 days 01:53:25.579870000	3
21	131.13877285210285	0.45986	131.13877285210285	740	0.3137961174	0.6386529404	0.2936097319	0.54014	1336	573	0 days 00:17:00.341579000	2
22	131.13877285210285	0.4562	131.13877285210285	738	0.2801880776	0.5542722242	0.2609858937	0.5438	1342	652	0 days 00:30:20.293203000	2
23	131.13877285210285	0.5354	131.13877285210285	799	0.2197030824	0.7457089947	0.4949318107	0.4646	1357	1145	0 days 01:55:33.335149000	3
24	130.59876374685282	0.44689	130.59876374685282	734	0.2868035271	0.541563995	0.2437343701	0.55311	1325	603	0 days 00:18:54.398664000	2
25	131.13877285210285	0.49493	131.13877285210285	778	0.4216367329	0.887044857	0.4672776896	0.50507	1256	539	0 days 00:20:41.456368000	2
26	131.13877285210285	0.49598	131.13877285210285	779	0.4139745963	0.8819659821	0.4590518832	0.50402	1250	550	0 days 00:19:03.878827000	2
27	130.5987637468528	0.49604	130.5987637468528	779	0.4129984079	0.8749343606	0.4624761775	0.50396	1243	564	0 days 00:22:00.645947000	2
