Result for 2018-09-30:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	157.08510182749296	0.51083	157.08510182749296	846	0.1856499901	0.5949854862	0.2364202383	0.48917	446	172	0 days 00:01:43.453962000	2
1	158.54778277076397	0.35416	158.54778277076397	820	0.2046378626	0.7050733939	0.3115135299	0.64584	1126	102	0 days 00:19:56.671214000	3
2	147.22314342149127	0.50502	147.22314342149127	161	0.1409796741	0.3511590768	0.1409705345	0.49498	914	1490	0 days 00:21:55.804439000	2
3	157.5695762921978	0.50441	157.5695762921978	917	0.3526720679	0.1818810118	0.1999754623	0.49559	853	1258	0 days 00:02:06.569009000	2
4	157.40699858703124	0.69764	157.40699858703124	552	0.4021836447	0.4387241465	0.6499456714	0.30236	1558	1271	0 days 00:04:35.151166000	2
5	150.8400101591596	0.1	150.8400101591596	50	0.5	0.9	0.75	0.9	2000	2000	0 days 00:59:06.554910000	3
6	159.13414130404817	0.32129	159.13414130404817	817	0.2222552416	0.7259202314	0.3222318322	0.67871	1204	143	0 days 00:27:33.997638000	3
7	159.13414130404817	0.30304	159.13414130404817	815	0.2408076447	0.769634845	0.3345957313	0.69696	1301	181	0 days 00:43:08.467921000	3
8	159.13414130404817	0.30685	159.13414130404817	742	0.2902940553	0.7691763884	0.456947972	0.69315	1763	360	0 days 01:14:22.264466000	3
9	159.13414130404817	0.29742	159.13414130404817	665	0.3945821428	0.7075439547	0.5538152816	0.70258	2000	819	0 days 01:55:00.917086000	3
10	159.13414130404817	0.3124	159.13414130404817	725	0.3292378117	0.6881354019	0.4611922165	0.6876	1643	579	0 days 01:20:04.016010000	3
11	155.4021091234477	0.36179	155.4021091234477	864	0.2550307209	0.384908261	0.1173871505	0.63821	100	526	0 days 00:20:09.333406000	3
12	159.13414130404817	0.28617	159.13414130404817	787	0.2972648005	0.8362685505	0.4449522504	0.71383	1799	264	0 days 00:54:44.776289000	3
13	158.54778277076397	0.29067	158.54778277076397	761	0.3064715414	0.8766349126	0.471272816	0.70933	1737	298	0 days 01:16:08.847190000	3
14	158.54778277076397	0.29532	158.54778277076397	808	0.3030022874	0.6991211136	0.4092128375	0.70468	1757	421	0 days 00:59:43.808877000	3
15	158.54778277076397	0.1	158.54778277076397	731	0.1	0.9	0.75	0.9	1587	100	0 days 00:25:14.945606000	1
16	159.13414130404817	0.5	159.13414130404817	714	0.5	0.683626755	0.0	0.5	1908	526	0 days 00:37:32.406700000	3
17	158.475575975589	0.34388	158.475575975589	703	0.258638913	0.7179395139	0.3889735437	0.65612	1495	345	0 days 00:20:21.223123000	2
18	143.03946356151494	0.9	143.03946356151494	690	0.4808027632	0.1	0.0	0.1	2000	1689	0 days 01:50:38.135171000	3
19	159.13414130404817	0.38585	159.13414130404817	657	0.3914501758	0.726294446	0.3320853673	0.61415	2000	579	0 days 00:45:41.316287000	3
20	159.13414130404817	0.50517	159.13414130404817	764	0.5	0.7337181647	0.0446984714	0.49483	2000	461	0 days 00:22:36.796504000	3
21	155.86051252626208	0.49522	155.86051252626208	1000	0.3375636878	0.1758019887	0.0550875154	0.50478	100	1040	0 days 00:00:53.666827000	1
22	158.475575975589	0.28493	158.475575975589	810	0.3729713244	0.8055512788	0.6306132801	0.71507	880	100	0 days 00:21:02.817804000	3
23	159.13414130404817	0.329	159.13414130404817	817	0.5	0.4791413226	0.75	0.671	1808	1028	0 days 00:29:38.149538000	3
24	159.13414130404817	0.31584	159.13414130404817	820	0.3505075306	0.8605992334	0.3853740284	0.68416	1756	100	0 days 00:41:31.639823000	3
25	159.13414130404817	0.48649	159.13414130404817	769	0.5	0.7339034861	0.05846225	0.51351	2000	424	0 days 00:18:37.903660000	3
26	159.13414130404817	0.37412	159.13414130404817	784	0.3191722995	0.6619825749	0.2507543	0.62588	1865	175	0 days 00:42:28.576092000	3
27	158.475575975589	0.33776	158.475575975589	773	0.454823368	0.4772423201	0.6752025213	0.66224	1746	989	0 days 00:33:04.673837000	3
28	158.475575975589	0.29071	158.475575975589	878	0.5	0.4940467272	0.75	0.70929	2000	1149	0 days 00:31:50.622053000	3
29	159.13414130404817	0.31484	159.13414130404817	816	0.3297147095	0.8504969091	0.4029620811	0.68516	1788	100	0 days 00:44:33.518388000	3
30	159.13414130404817	0.38222	159.13414130404817	818	0.3415643	0.7463896749	0.1357224393	0.61778	2000	167	0 days 00:20:41.871272000	3
31	159.13414130404817	0.45364	159.13414130404817	659	0.4654266741	0.743162927	0.2825252775	0.54636	2000	582	0 days 00:43:48.848492000	3
32	159.13414130404817	0.45888	159.13414130404817	653	0.4763068524	0.7409127002	0.2636301172	0.54112	2000	583	0 days 01:04:31.305267000	3
33	159.13414130404817	0.10375	159.13414130404817	788	0.3809704014	0.8129887912	0.2021840791	0.89625	1993	1707	0 days 01:58:21.485410000	3
34	159.13414130404817	0.12855	159.13414130404817	978	0.3164037597	0.4666843286	0.6763488643	0.87145	1191	1548	0 days 00:23:42.598208000	3


Result for 2018-11-18:
	bayes_score	crossover_prob	fpts	generations	mut_filling_swapadd	mut_full_swapdrop	mut_max_pct	mut_prob	offspring	population	run-time	runs
0	159.6360676062051	0.64209	159.6360676062051	962	0.4754610534	0.5539315374	0.6572577368	0.35791	1796	113	0 days 00:06:06.971413000	3
1	159.66758174531833	0.51953	159.66758174531833	554	0.2942203921	0.6963399667	0.1736933912	0.48047	354	1738	0 days 00:02:31.124983000	2
2	160.21910772705996	0.83679	160.21910772705996	677	0.1191661464	0.7915416103	0.2981701433	0.16321	1190	173	0 days 00:00:50.515155000	1
3	148.42374606194429	0.69095	148.42374606194429	72	0.3853956046	0.5139169446	0.1426279973	0.30905	994	1315	0 days 00:00:18.791505000	2
4	148.7960846432892	0.17091	148.7960846432892	253	0.4451783524	0.5031773314	0.0612219494	0.82909	323	1651	0 days 00:27:19.169590000	2
5	158.57140739579987	0.58989	158.57140739579987	674	0.1789238268	0.7694923406	0.2138050382	0.41011	281	1354	0 days 00:19:11.447956000	2
6	160.21910772705996	0.39589	160.21910772705996	664	0.1910630175	0.7847506613	0.3527418958	0.60411	1046	791	0 days 00:10:45.087999000	1
7	143.57442201688562	0.65705	143.57442201688562	50	0.5	0.7883980389	0.0	0.34295	2000	2000	0 days 00:05:38.546113000	1
8	158.05892312580013	0.1	158.05892312580013	711	0.4907081456	0.1794847599	0.5243309695	0.9	2000	1722	0 days 02:06:41.455030000	1
